Name,Rating,Courses,Fees Range,Package,City
GITAM Deemed to be University - Hyderabad Campus,4.7,12 Courses,₹2 L - 6.8 L,₹3 - 4 LPA,Hyderabad
IMS Business School (IMSBS Kolkata),NULL,2 Courses,₹2.5 L - 5 L,– / –,Kolkata
SP Jain School of Global Management,3.9,34 Courses,₹52.6 K - 33.7 L,₹19.52 - 20 LPA,Mumbai
Mulshi Institute of Business Management,NULL,1 Course,₹9.2 L,₹6.9 LPA,Pune
"University Institute of Engineering and Technology, Kurukshetra University",3.7,18 Courses,₹1.6 L - 2.2 L,₹3.8 - 7.4 LPA,Kurukshetra
MES Advanced Institute of Management and Technology,3.3,3 Courses,₹1.8 L,3.0,Kochi
Delhi Metropolitan Education,3.8,6 Courses,₹2.1 L - 3.4 L,3.4,Noida
World University of Design,4.0,40 Courses,₹99 K - 14 L,3.8,Sonepat
"Jain Deemed-to-be University, School of Allied Healthcare and Sciences",3.3,28 Courses,– / –,₹5.15 - 7.78 LPA,Bangalore
Sri Venkateswara College of Architecture,4.0,1 Course,– / –,4.0,Hyderabad
"Greater Noida Institute of Technology, IPU",3.2,4 Courses,₹3.6 L - 4.5 L,3.0,Greater Noida
Vidya Knowledge Park,4.1,13 Courses,₹25 K - 3.8 L,3.7,Meerut
Smt. Manoramabai Mundle College of Architecture,3.6,4 Courses,₹1.2 L - 4.5 L,₹3 - 6 LPA,Nagpur
Indira Global Business School,4.0,2 Courses,₹3.1 L,₹4.7 LPA,Pune
"National Institute of Design, Bengaluru",NULL,5 Courses,₹10 L,– / –,Bangalore
BLDEA's A S Patil College of Commerce,4.4,2 Courses,₹20 K - 30 K,3.7,Bijapur
ITM - Institute of Health Sciences,4.3,6 Courses,₹60 K - 4.4 L,₹2.6 - 3.75 LPA,Navi Mumbai
Laxmi Bai Sahuji Institute of Engineering and Technology,NULL,6 Courses,₹1.6 L,– / –,Jabalpur
M.S. Ramaiah College of Hotel Management,3.9,1 Course,₹5.2 L,4.7,Bangalore
H.K. Institute of Management Studies and Research,3.5,4 Courses,₹2 L - 5.3 L,3.2,Mumbai
Chalmeda Anand Rao Insttitute Of Medical Sciences,3.8,23 Courses,₹2.7 L - 66 L,₹4.8 - 9.6 LPA,Karimnagar
"Government Polytechnic College, Lakhimpur",NULL,5 Courses,₹23.7 K - 35.6 K,– / –,Uttar Pradesh - Other
Baroda Institute of Management Study,NULL,1 Course,– / –,– / –,Vadodara
IFET College of Engineering,3.8,15 Courses,₹35 K - 2 L,₹2.5 LPA,Chennai
"Padmashri Vikhhe Patil College of Arts, Science and Commerce",NULL,28 Courses,– / –,₹1.44 - 1.88 LPA,Ahmednagar
IIHM Goa - International Institute of Hotel Management,3.9,1 Course,₹4.2 L,3.8,Goa - Other
"Symbiosis School of Culinary Arts, Symbiosis International, Pune",NULL,3 Courses,₹1.1 L - 12 L,₹7.65 LPA,Pune
Babu Banarasi Das University,3.9,83 Courses,₹4.5 K - 19.5 L,3.3,Lucknow
Institute of Management Study,3.8,37 Courses,₹1 L - 5 L,₹1.02 - 1.8 LPA,Kolkata
Vaikunta Baliga College of Law,4.0,2 Courses,– / –,4.0,Udupi
RKDF Institute of Science and Technology (RKDFIST),3.2,24 Courses,₹1 L - 2.2 L,2.6,Bhopal
NDA - National Defence Academy,4.4,6 Courses,– / –,4.5,Pune
Dr. Baba Saheb Ambedkar Medical College And Hospital,4.1,1 Course,₹5 L,4.4,Delhi
Pragati Mahavidyalaya (PMV Hyderabad),3.9,15 Courses,₹67.6 K - 84 K,3.4,Hyderabad
Shree Damodar College of Commerce & Economics,3.8,4 Courses,₹11.7 K - 82 K,3.2,Goa - Other
Culinary Academy of India,4.6,5 Courses,₹45 K - 1.2 L,4.7,Hyderabad
"Maharashtra National Law University, Aurangabad (MNLU Aurangabad)",4.2,5 Courses,₹60 K - 7 L,3.0,Aurangabad
"School of  Engineering and Technology, BML Munjal University",3.9,3 Courses,₹12 L,₹7.5 LPA,Gurgaon
ITM (SLS) Baroda University,4.0,41 Courses,₹99 K - 4 L,3.8,Vadodara
Inderprastha Engineering College,3.8,19 Courses,₹1.3 L - 3.6 L,₹4 LPA,Ghaziabad
Vidhyapeeth Institute of Science & Technology,2.4,11 Courses,₹76.5 K - 2.1 L,1.4,Bhopal
"Himalayan Institute of Medical Sciences, Swami Rama Himalayan University",3.8,35 Courses,₹1.5 L - 81 L,₹10.6 - 17.6 LPA,Dehradun
St. Wilfred Institute of Engineering and Technology,2.2,5 Courses,₹2 L,1.8,Ajmer
Shree Chandraprabhu Jain College,4.3,14 Courses,– / –,4.0,Chennai
Rajiv Gandhi College of Engineering & Research,3.1,10 Courses,₹1.6 L - 4 L,2.8,Nagpur
"NIMS Institute of Pharmacy, NIMS University",4.1,7 Courses,₹90 K - 10.5 L,₹3.55 - 3.74 LPA,Jaipur
Indian Institute for Aeronautical Engineering and Information Technology,NULL,5 Courses,₹6 L - 15 L,– / –,Pune
CH Institute of Management and Commerce (CHIMC),4.0,7 Courses,₹30 K - 3.5 L,3.5,Indore
Barnagar College,NULL,1 Course,– / –,– / –,Assam - Other
Jagran Institute of Communication and Management (JICM),NULL,1 Course,₹2 L,– / –,Bhopal
"Aayojan School of Architecture, Jaipur",3.5,2 Courses,₹4 L,2.4,Jaipur
Rabindra Bharati University,4.1,68 Courses,– / –,3.5,Kolkata
VCET - Vivekananda College of Engineering and Technology,3.9,9 Courses,₹1.2 L - 8.9 L,₹4.17 LPA,Karnataka - Other
"National Institute of Design, Gandhinagar",5.0,7 Courses,₹10 L,5.0,Gandhinagar
ST. Soldier Institute of Law,3.5,3 Courses,– / –,2.3,Jalandhar
Dream Institute Of Technology,3.7,12 Courses,₹1.8 L - 3.4 L,₹2.4 LPA,Kolkata
Dr. Panjabrao Deshmukh Institute of Management Technology and Research,4.5,1 Course,₹1.4 L,4.0,Nagpur
MP Birla Institute of Management,3.9,2 Courses,₹1.2 L - 5.3 L,₹5 LPA,Bangalore
"Jindal Global Law School, O.P. Jindal Global University",4.3,9 Courses,₹1.5 L - 31.3 L,3.7,Sonepat
NEF Law College,3.9,5 Courses,₹71 K - 1.8 L,₹0.59 - 0.65 LPA,Guwahati
"School of Optometry, Bharati Vidyapeeth",NULL,3 Courses,₹1.5 L - 2.5 L,₹4.2 - 6.45 LPA,Pune
Datta Meghe Medical College,3.4,6 Courses,₹1.2 L - 1.6 L,₹13.2 LPA,Nagpur
"MIT School of Bio-Engineering Sciences and Research, MIT-ADT University",4.2,6 Courses,₹1.9 L - 8.8 L,₹4.25 - 5.15 LPA,Pune
Mangalayatan University,4.0,127 Courses,₹18 K - 6.7 L,₹3 LPA,Aligarh
College of Hospitality Administration,4.4,7 Courses,₹65 K - 3.1 L,5.0,Jaipur
IEC University,4.4,72 Courses,₹20 K - 4.4 L,4.1,Solan
Dharmashastra National Law University,3.5,2 Courses,₹1.1 L - 5.5 L,3.1,Jabalpur
"Jagannath Institute of Management Sciences, Vasant Kunj II",4.3,5 Courses,₹4.2 L,₹4 LPA,Delhi
"School of Design, UPES",4.3,15 Courses,₹9.4 L - 20.4 L,₹3.6 - 6.5 LPA,Dehradun
"Institute of Hotel Management, Ahmedabad",4.1,11 Courses,₹30 K - 1.8 L,4.2,Gandhinagar
Rajarshi Shahu College of Pharmacy and Research,4.2,3 Courses,₹2 L - 3.7 L,₹1.5 - 2.1 LPA,Pune
Deen Dayal Upadhyaya Gorakhpur University,4.1,191 Courses,₹3 K - 4 L,₹0.96 - 2.05 LPA,Gorakhpur
Lucknow Institute of Technology,4.5,15 Courses,₹1 L - 2.4 L,4.3,Lucknow
International School of Management Studies,4.9,5 Courses,₹4 L - 11.9 L,5.0,Pune
G.B. Pant Delhi Skill and Entrepreneurship University - Okhla: I Campus,3.5,6 Courses,₹2.2 L - 5.8 L,3.3,Delhi
Govt. Engineering College Bharatpur,3.5,8 Courses,₹1.9 L - 2 L,3.3,Bharatpur
"Bharatiya Vidya Bhavan's Film, TV and Animation Studies",3.5,22 Courses,₹9.4 K - 96 K,3.0,Delhi
Gujarat Adani Institute of Medical Sciences,4.2,17 Courses,₹3 K - 75 L,4.3,Bhuj
"Rayat Institute of Management, S.B.S Nagar",3.4,4 Courses,₹1.4 L - 1.7 L,2.0,Punjab - Other
Institute of Technical Education and Research,4.0,13 Courses,₹2.4 L - 9.2 L,3.8,Bhubaneswar
DIT University - Admission Office,NULL,94 Courses,₹1 L - 13.3 L,₹7.5 LPA,Delhi
Scope College of Engineering,3.7,14 Courses,₹76.5 K - 2 L,3.5,Bhopal
"Heritage Institute of Hotel and Tourism, Shimla",NULL,6 Courses,– / –,– / –,Shimla
Rajendra Mane College of Engineering and Technology (RMCET),3.8,9 Courses,₹80 K - 2.8 L,₹2.32 LPA,Ratnagiri
IHM Aurangabad - Institute of Hotel Management,4.8,6 Courses,₹60 K - 16 L,5.0,Aurangabad
Priyadarshini Institute of Architecture and Design Studies,4.2,4 Courses,₹1.7 L - 5.3 L,4.0,Nagpur
"Apollo Institute of Medical Sciences and Research, Chittoor",5.0,29 Courses,₹60 K - 3.2 L,5.0,Chittoor
Technocrats Institute of Technology (Excellence),3.9,13 Courses,₹1.1 L - 3 L,3.9,Bhopal
Hindustan Institute of Management and Computer Studies,4.0,4 Courses,₹1.2 L - 2.3 L,₹3.8 LPA,Mathura
"J.N. Kapoor, D.A.V Centenary Dental College",NULL,7 Courses,₹12.5 L - 20.6 L,– / –,Yamuna Nagar
Kerala Law Academy Law College,3.8,5 Courses,– / –,3.0,Thiruvananthapuram
"Amity International Business School (AIBS), Amity University, Noida",4.1,17 Courses,₹3 L - 21.1 L,₹4.5 - 5.5 LPA,Noida
"School of Hotel and Catering Management, VELS Institute of Science, Technology and Advanced Studies",5.0,9 Courses,₹10 K - 2.3 L,₹3.85 - 4.45 LPA,Chennai
"Institute of Productivity and Management, Ghaziabad",NULL,3 Courses,₹90 K - 4 L,– / –,Ghaziabad
Pioneer College of Arts and Science,NULL,10 Courses,– / –,₹1.32 LPA,Coimbatore
Sri Siddhartha Institute of Medical Science and Research Center,NULL,11 Courses,₹4.8 L,– / –,Bangalore
"D. Y. Patil Institute of Master of Computer Applications and Management, Akurdi",3.9,3 Courses,₹1.7 L - 1.8 L,3.7,Pune
Veer Surendra Sai Institute of Medical Sciences and Research,4.2,25 Courses,₹1.1 L - 1.3 L,4.6,Sambalpur
"H.K.E. Society's, S. Nijalingappa Institute of Dental Sciences and Research",NULL,7 Courses,₹3.8 L - 11.2 L,– / –,Gulbarga
Madras Institute of Hotel Management and Catering Technology,4.0,9 Courses,₹1.5 L,4.0,Chennai
K.C. Law College,4.4,2 Courses,– / –,4.3,Jammu
Chetan Business School Institute of Management and Research,NULL,1 Course,₹1.2 L,– / –,Hubli
Global Academy of Technology,3.9,20 Courses,₹1.2 L - 6.5 L,₹4.12 - 4.72 LPA,Bangalore
Rao Bahadur Y Mahabaleswarappa Engineering College - RYMEC,4.0,15 Courses,₹1.2 L - 3.6 L,₹4.5 LPA,Karnataka - Other
MET Institute of  Pharmacy,3.8,7 Courses,₹12 K - 7.3 L,4.2,Mumbai
"International Institute of Hotel Management, Pune",4.1,2 Courses,₹5.7 L - 7.5 L,4.4,Pune
"Shri Ram Murti Smarak College of Engineering, Technology and Research",3.8,6 Courses,₹2.2 L - 5.3 L,3.4,Bareilly
"Patel Group of Institutions (Patel College of Science & Technology, Indore)",2.2,18 Courses,₹90 K - 2.2 L,2.0,Indore
Coimbatore Marine College,3.7,14 Courses,₹3.9 K - 8 L,3.5,Coimbatore
Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya,3.3,22 Courses,₹12.8 K - 73.9 K,3.3,Raipur
"Amity University, Kolkata",4.0,113 Courses,₹60 K - 11.1 L,3.2,Kolkata
Atal Bihari Vajpayee Institute of Medical Sciences and Dr. Ram Manohar Lohia Hospital,4.5,31 Courses,₹93 K - 1.6 L,4.5,Delhi
Alva's College,5.0,27 Courses,– / –,5.0,Karnataka - Other
Shri Girraj Maharaj College,4.0,13 Courses,₹1.3 L,3.4,Mathura
Wisdom Faculty of Management Studies,NULL,1 Course,– / –,– / –,Rajasthan - Other
"School of Design, MIT WPU",4.0,5 Courses,₹14 L,₹3.55 LPA,Pune
Maharshi Dayanand Law College,2.8,2 Courses,₹58.5 K,2.0,Jaipur
The Oberoi Centre of Learning and Development (OCLD),NULL,8 Courses,– / –,– / –,Delhi
Shree Swami Atmanand Saraswati Institute of Technology,3.3,9 Courses,₹2.9 L,₹2.35 LPA,Surat
Bishop Moore College,3.6,18 Courses,₹2 K - 6.6 K,₹1.8 - 2.4 LPA,Kerala - Other
Guwahati College of Architecture and Planning,NULL,3 Courses,₹4 L - 7.3 L,– / –,Guwahati
Rajshree Institute of Management and Technology,3.2,53 Courses,₹2.3 K - 2.4 L,₹1.8 - 2.4 LPA,Bareilly
Karpagam Faculty of Medical Sciences and Research,4.1,17 Courses,₹1.9 L - 17.6 L,4.5,Coimbatore
Government College of Pharmacy,3.5,4 Courses,₹9.8 K,3.2,Maharashtra - Other
Babulal Tarabai Institute of Research and Technology (BTIRT),3.6,15 Courses,₹76.5 K - 2.3 L,3.0,Sagar
McGAN's Ooty School of Architecture,NULL,2 Courses,₹50 K - 2.5 L,– / –,Ooty
Career College of Law,3.9,9 Courses,₹1.1 K - 2.8 L,₹3 LPA,Bhopal
Acharya Institute of Health Sciences,4.5,15 Courses,₹2 L - 3.3 L,4.5,Bangalore
Sushila Devi Bansal College of Engineering,3.5,9 Courses,₹77.2 K - 2.2 L,3.4,Indore
Rungta College of Dental Sciences and Research,5.0,10 Courses,₹6 L - 15.3 L,5.0,Bhilai
NIMS University,NULL,29 Courses,₹35 K - 60 L,₹1.8 - 3.55 LPA,Jaipur
"New Law College, Ahmednagar",3.2,2 Courses,₹42.7 K,3.0,Ahmednagar
Bihar Institute of Law,3.8,2 Courses,₹47.1 K - 1 L,3.0,Patna
Baba Ghulam Shah Badshah University,3.7,44 Courses,₹10.8 K - 3 L,₹2.77 - 4 LPA,Jammu
"Government College ,Margao",NULL,1 Course,– / –,₹1.08 LPA,South Goa
"Chitkara School of Health Sciences, Chitkara University, Chandigarh",4.8,19 Courses,₹1.8 L - 5.2 L,₹4.5 - 5.25 LPA,Chandigarh
Pandit Dev Prabhakar Shastri College of Technology (PDSCT),3.1,8 Courses,₹1.4 L - 1.8 L,1.5,Madhya Pradesh - Other
University of Patanjali,3.3,33 Courses,₹8.8 K - 10.8 L,₹2.1 - 2.25 LPA,Haridwar
J.J. College of Engineering and Technology,3.3,15 Courses,₹35 K - 2 L,2.1,Tiruchirappalli
Potti Sreeramulu Telugu University - PSTU,NULL,52 Courses,₹700 - 13.2 K,– / –,Hyderabad
Ideas Institute of Design Education and Architecture Studies,4.0,2 Courses,₹97.3 K - 4.9 L,3.0,Nagpur
International Institute of Culinary Arts and Career Management,4.9,4 Courses,₹2.7 L - 4.8 L,5.0,Pune
"UEI Global, Thiruvananthapuram",NULL,22 Courses,₹1.3 L - 1.9 L,– / –,Thiruvananthapuram
Raj Kumar Goel Institute of Technology (RKGIT),3.6,24 Courses,₹1 L - 2.8 L,₹3.5 - 3.96 LPA,Ghaziabad
"Academy of Pastry and Culinary Arts, Gurgaon Campus",NULL,3 Courses,₹1.3 L - 6.8 L,– / –,Gurgaon
Vivekananda Global University,4.0,150 Courses,₹50 K - 12.5 L,3.7,Jaipur
NIMAS,4.4,12 Courses,– / –,4.2,Kolkata
Adi Shankara Institute of Engineering and Technology,3.7,17 Courses,₹1.6 L - 3 L,₹3.5 - 4 LPA,Ernakulum
"Government College of Engineering, Chandrapur",3.5,12 Courses,₹75.9 K - 1 L,₹3.36 LPA,Chandrapur
College of Applied Education and Health Sciences,NULL,1 Course,– / –,– / –,Meerut
Shri H K Arts College,3.7,14 Courses,– / –,2.7,Ahmedabad
"Institute of Productivity and Management (IPM, Kanpur)",NULL,1 Course,₹2.5 L,– / –,Kanpur
"State Institute of Engineering and Technology, Nilokheri",3.8,8 Courses,₹1.2 L,3.7,Karnal
Mumbai Institute of Management and Research (MIMR),2.5,1 Course,₹2.6 L,2.5,Mumbai
"University Institute of Engineering and Technology, CSJM University",3.6,22 Courses,₹1.2 L - 4.2 L,₹2.5 - 3.73 LPA,Kanpur
Adhunik Institute of Productivity Management & Research,NULL,1 Course,₹1.3 L,– / –,Ghaziabad
Dr. D. Y. Patil Dental College and Hospital,4.6,14 Courses,₹60 K - 51 L,4.5,Pune
Hans Raj Mahila Maha Vidyalaya,3.7,55 Courses,₹31 K - 2.3 L,₹1.8 - 2.18 LPA,Jalandhar
SCMS School of Architecture,4.0,1 Course,₹2.8 L,4.0,Ernakulum
Dasmesh Institute of Research and Dental Sciences,3.7,8 Courses,₹6.6 L - 17.6 L,₹2.4 - 3 LPA,Faridkot
"Government Engineering College, Gandhinagar",4.1,11 Courses,₹6 K - 18.2 K,3.5,Gandhinagar
"SHUATS - Sam Higginbottom University of Agriculture, Technology and Sciences",3.5,249 Courses,₹1.5 K - 6.4 L,₹2.5 LPA,Allahabad
Andhra Mahila Sabha School of Informatics,3.7,2 Courses,₹90 K,3.3,Hyderabad
"Hamdard Institute of Medical  Sciences And Research, New Delhi",3.7,16 Courses,₹31.5 L - 1.2 Cr,₹8 - 13 LPA,Delhi
K.S. Group of Institutions,3.6,29 Courses,₹12.8 K - 6.5 L,₹2.2 - 3.5 LPA,Bangalore
Sarojini Naidu Vanita Mahavidyalaya College For Women,5.0,6 Courses,₹67.6 K - 90 K,5.0,Hyderabad
Sharda School of Humanities & Social Sciences,4.2,20 Courses,₹30 K - 4.6 L,₹3 LPA,Greater Noida
Annai Therasa Arts and Science College,3.6,10 Courses,₹4 K - 81 K,₹1.25 - 1.5 LPA,Kanchipuram
Abasaheb Garware Institute of Management Studies,NULL,1 Course,₹90.5 K,₹2.5 LPA,Sangli
Sunder Deep College of Architecture,4.1,2 Courses,₹1.3 L - 3.2 L,3.6,Ghaziabad
"School of Legal Studies, Apeejay Stya University",NULL,3 Courses,₹7.8 L - 13 L,– / –,Gurgaon
MBM Engineering College,3.7,39 Courses,₹60 K - 2 L,3.6,Jodhpur
"RCC Institute of Information Technology, Kolkata",3.7,12 Courses,₹1.6 L - 3.6 L,₹4.11 LPA,Kolkata
Shevaroys College of Hotel Management and Catering Technology,NULL,3 Courses,– / –,– / –,Salem
"Shobhit University, Gangoh",4.1,124 Courses,₹32.4 K - 15.1 L,3.3,Saharanpur
Shri Yogindra Sagar Group of Institutes,NULL,5 Courses,₹1.8 L,– / –,Ratlam
"M.E.S. College of Arts, Science and Commerce",4.1,3 Courses,₹65.7 K,₹2.9 LPA,Bangalore
Janseva Shikshan Mandal Arts Commerce and Science College,NULL,3 Courses,– / –,– / –,Thane
Amjad Ali Khan College of Business Administration (AAKCBA),3.9,1 Course,₹1.4 L,₹3.75 LPA,Hyderabad
The Oxford College of Arts,3.8,9 Courses,– / –,2.5,Bangalore
"Sandip University, Nashik",4.1,100 Courses,₹30 K - 7.6 L,₹0.24 - 4.5 LPA,Nashik
Guru Nanak Institute of Pharmaceutical Science and Technology,4.4,19 Courses,₹1.8 L - 5.3 L,₹2.58 - 4.02 LPA,Kolkata
VIBRM - Vaishali Institute of Business and Rural Management,4.2,5 Courses,₹3 L,3.8,Muzaffarpur
"Vidya Prabodhini College of Commerce, Education, Computer and Management",NULL,3 Courses,– / –,₹0.8 - 1.44 LPA,Margao
KPC Medical College and Hospital,4.4,22 Courses,₹17.3 L - 50.3 L,4.8,Kolkata
"NMIMS Global Access School for Continuing Education, Mumbai",4.0,41 Courses,₹27.5 K - 6 L,3.5,Mumbai
Monarch International College of Hotel Management - MICHM,NULL,4 Courses,₹2.2 L - 5.8 L,– / –,Ooty
Annoor Dental College,NULL,7 Courses,₹13.2 L - 26.6 L,₹4 - 4.33 LPA,Kerala - Other
"Techno Engineering College,Indore",NULL,2 Courses,₹78 K - 1.8 L,– / –,Indore
"ICRI - Ajeenkya DY Patil University, Pune",NULL,19 Courses,₹30 K - 7 L,– / –,Pune
Royal College of Law,3.9,2 Courses,– / –,3.3,Ghaziabad
"Bebe Nanaki University College, Mithra, GNDU",3.1,16 Courses,₹11.4 K - 69.6 K,₹4.25 LPA,Kapurthala
"IIAS School of Management, Siliguri",3.9,5 Courses,₹2.3 L - 3.8 L,4.5,Siliguri
"SRM Institute of Science and Technology, Chennai - Vadapalani Campus",3.8,31 Courses,₹60 K - 12 L,₹2.75 - 7 LPA,Chennai
"ESIC Medical College and PGIMSR and Model Hospital, Bangalore",4.2,15 Courses,₹4.9 L - 7.9 L,4.5,Bangalore
B.D. Kale Mahavidhyalaya,NULL,1 Course,– / –,– / –,Pune
SECE - Sri Eshwar College of Engineering,4.3,18 Courses,₹50 K - 2 L,₹3 - 3.5 LPA,Coimbatore
Sasi Creative Colleges,4.1,10 Courses,₹2.5 L,₹2.4 LPA,Coimbatore
"Vinayak Ganesh Vaze College of Arts, Science and Commerce",3.8,16 Courses,₹2.4 K - 54 K,₹1.86 - 2.94 LPA,Mumbai
International Institute of Hotel Management,4.3,3 Courses,₹92 K - 5 L,4.4,Hyderabad
"Manipal College of Pharmaceutical Sciences, Manipal Academy of Higher Education",4.3,18 Courses,₹1 L - 15.8 L,₹3 - 6.5 LPA,Manipal
Bundelkhand Institute of Engineering and Technology,3.5,22 Courses,₹1.1 L - 2.9 L,₹3 - 4.4 LPA,Jhansi
Assam Engineering College,3.9,24 Courses,₹33 K - 44 K,3.5,Guwahati
"School of Dental Sciences (SDS), Sharda University",4.6,8 Courses,₹14.6 L - 23.1 L,4.1,Greater Noida
Smt. Padambai Kapurchandji Kotecha Mahila Mahavidyalaya,NULL,22 Courses,₹30 K,₹0.84 - 1.9 LPA,Bhusawal
Dev Bhoomi Uttarakhand University,3.9,82 Courses,₹25 K - 7 L,3.9,Dehradun
GL Bajaj Institute of Management,4.6,2 Courses,₹2.9 L,4.6,Greater Noida
Vidyasagar Institute of Management,4.0,3 Courses,₹1 L,4.0,Bhopal
Mansi Bharat Gada Degree College of Commerce and Science,4.1,21 Courses,₹8.7 K,3.3,Thane
"ICRI - Jagannath University, Delhi",3.6,36 Courses,₹30 K - 6 L,₹5 LPA,Delhi
"Krishna Group of Institutions, Kanpur",4.3,25 Courses,₹60 K - 5.2 L,4.1,Kanpur
Deen Dayal Upadhyaya Institute of Management and Higher Studies,NULL,1 Course,₹1.9 L,– / –,Kanpur
"T.D. Medical College, Alappuzha",4.6,47 Courses,₹10.5 K - 4.8 L,4.0,Kerala - Other
Furkating College,NULL,1 Course,– / –,– / –,Golaghat.
"Srishti Manipal Institute of Art, Design And Technology, Manipal Academy of Higher Education",3.6,56 Courses,₹3.1 L - 23.8 L,₹3 - 11.68 LPA,Bangalore
NIE Institute of Technology,4.2,5 Courses,₹2.6 L,₹3.6 LPA,Mysore
"Graphic Era Hill University, Dehradun",4.0,79 Courses,₹1.2 L - 19.2 L,3.9,Dehradun
Hyderabad School of Business,4.0,3 Courses,₹2.3 L,3.7,Hyderabad
"Institute of Engineering and Rural Technology, Allahabad",3.5,27 Courses,₹75 K - 2.4 L,3.2,Allahabad
LDRP Institute of Technology and Research,3.8,18 Courses,₹1.9 L - 4.3 L,3.6,Gandhinagar
"College of Ayurved, Bharati Vidyapeeth",3.9,21 Courses,₹30 K - 23.6 L,₹4 - 5.5 LPA,Pune
Institute of Medical Sciences and SUM Hospital - Siksha 'O' Anusandhan University,4.5,59 Courses,₹2.2 L - 90 L,₹3.25 - 10.8 LPA,Bhubaneswar
Raghu Engineering College,4.1,14 Courses,₹70 K - 2.8 L,₹2.6 - 2.7 LPA,Visakhapatnam
Baba Farid University of Health Sciences,4.0,33 Courses,₹25 K - 1.2 L,4.0,Faridkot
"Manipal College of Dental Sciences, Manipal, Manipal Academy of Higher Education",4.6,13 Courses,₹1.1 L - 35.9 L,₹3.75 - 4.5 LPA,Manipal
Uttaranchal College of Science and Technology,4.2,26 Courses,₹30 K - 1.8 L,3.0,Dehradun
Goel Group of Institutions,4.2,47 Courses,₹56 K - 3.1 L,3.9,Lucknow
"School of Science and Humanities, SRM IST, Chennai",4.4,62 Courses,₹7.5 K - 4 L,₹2.75 - 4.5 LPA,Chennai
Amrita Vishwa Vidyapeetham - Amaravati Campus,NULL,2 Courses,₹14 L,₹4.5 LPA,Guntur
"ASM (CSIT) College of Commerce, Science and Information Technology",3.9,14 Courses,₹1.8 L - 2.5 L,3.3,Pune
